name,region,year,committee,DirectMatch,FuzzyMatch,Continent,GenderGuesser,Gender,Source
Jennifer Rexford,Princeton University,2015,Steering,Female,Female,North America,female,Female,FullNameMatch
Mike Schroeder,Microsoft Research,2015,Steering,Male,Male,North America,male,Male,FullNameMatch
Alex C. Snoeren,"University of California, San Diego",2015,Steering,Male,Male,North America,male,Male,FullNameMatch
Paul Barham,Google,2016,Steering,Male,Male,North America,male,Male,FullNameMatch
Nick Feamster,Princeton University,2016,Steering,Male,Male,North America,male,Male,FullNameMatch
Casey Henderson,USENIX Association,2016,Steering,Female,Female,North America,andy,Female,FullNameMatch
Arvind Krishnamurthy,University of Washington,2016,Steering,Male,Male,North America,male,Male,FullNameMatch
Brian Noble,University of Michigan,2016,Steering,Male,Male,North America,male,Male,FullNameMatch
Jennifer Rexford,Princeton University,2016,Steering,Female,Female,North America,female,Female,FullNameMatch
Alex C. Snoeren,"University of California, San Diego",2016,Steering,Male,Male,North America,male,Male,FullNameMatch
Katerina Argyraki,EPFL,2017,Steering,,Female,Europe,female,Female,FuzzyMatch
Paul Barham,Google,2017,Steering,Male,Male,North America,male,Male,FullNameMatch
Nick Feamster,Princeton University,2017,Steering,Male,Male,North America,male,Male,FullNameMatch
Casey Henderson,USENIX Association,2017,Steering,Female,Female,North America,andy,Female,FullNameMatch
Arvind Krishnamurthy,University of Washington,2017,Steering,Male,Male,North America,male,Male,FullNameMatch
Jeff Mogul,Google,2017,Steering,Male,Male,North America,male,Male,FullNameMatch
Brian Noble,University of Michigan,2017,Steering,Male,Male,North America,male,Male,FullNameMatch
Timothy Roscoe,ETH Zurich,2017,Steering,Male,Male,Europe,male,Male,FullNameMatch
Alex C. Snoeren,"University of California, San Diego",2017,Steering,Male,Male,North America,male,Male,FullNameMatch
Aditya Akella,University of Wisconsin–Madison,2018,Steering,Male,Male,North America,male,Male,FullNameMatch
Katerina Argyraki,EPFL,2018,Steering,,Female,Europe,female,Female,FuzzyMatch
Paul Barham,Google,2018,Steering,Male,Male,North America,male,Male,FullNameMatch
Nick Feamster,Princeton University,2018,Steering,Male,Male,North America,male,Male,FullNameMatch
Casey Henderson,USENIX Association,2018,Steering,Female,Female,North America,andy,Female,FullNameMatch
Jon Howell,Google,2018,Steering,Male,Male,North America,male,Male,FullNameMatch
Arvind Krishnamurthy,University of Washington,2018,Steering,Male,Male,North America,male,Male,FullNameMatch
Jeff Mogul,Google,2018,Steering,Male,Male,North America,male,Male,FullNameMatch
Brian Noble,University of Michigan,2018,Steering,Male,Male,North America,male,Male,FullNameMatch
Timothy Roscoe,ETH Zurich,2018,Steering,Male,Male,Europe,male,Male,FullNameMatch
Alex C. Snoeren,"University of California, San Diego",2018,Steering,Male,Male,North America,male,Male,FullNameMatch
Aditya Akella,University of Wisconsin–Madison,2019,Steering,Male,Male,North America,male,Male,FullNameMatch
Katerina Argyraki,École Polytechnique Fédérale de Lausanne (EPFL),2019,Steering,,Female,Europe,female,Female,FuzzyMatch
Sujata Banerjee,VMware Research,2019,Steering,Female,Female,North America,female,Female,FullNameMatch
Paul Barham,Google,2019,Steering,Male,Male,North America,male,Male,FullNameMatch
Nick Feamster,Princeton University,2019,Steering,Male,Male,North America,male,Male,FullNameMatch
Casey Henderson,USENIX Association,2019,Steering,Female,Female,North America,andy,Female,FullNameMatch
Jon Howell,VMware Research,2019,Steering,Male,Male,North America,male,Male,FullNameMatch
Arvind Krishnamurthy,University of Washington,2019,Steering,Male,Male,North America,male,Male,FullNameMatch
Jeff Mogul,Google,2019,Steering,Male,Male,North America,male,Male,FullNameMatch
Brian Noble,University of Michigan,2019,Steering,Male,Male,North America,male,Male,FullNameMatch
Timothy Roscoe,ETH Zurich,2019,Steering,Male,Male,Europe,male,Male,FullNameMatch
Srinivasan Seshan,Carnegie Mellon University,2019,Steering,Male,Male,North America,unknown,Male,FullNameMatch
Aditya Akella,University of Wisconsin–Madison,2020,Steering,Male,Male,North America,male,Male,FullNameMatch
Katerina Argyraki,École Polytechnique Fédérale de Lausanne (EPFL),2020,Steering,,Female,Europe,female,Female,FuzzyMatch
Sujata Banerjee,VMware Research,2020,Steering,Female,Female,North America,female,Female,FullNameMatch
Paul Barham,Google,2020,Steering,Male,Male,North America,male,Male,FullNameMatch
Nick Feamster,University of Chicago,2020,Steering,Male,Male,North America,male,Male,FullNameMatch
Casey Henderson,USENIX Association,2020,Steering,Female,Female,North America,andy,Female,FullNameMatch
Jon Howell,VMware Research,2020,Steering,Male,Male,North America,male,Male,FullNameMatch
Arvind Krishnamurthy,University of Washington,2020,Steering,Male,Male,North America,male,Male,FullNameMatch
Jay Lorch,Microsoft Research,2020,Steering,Male,Male,North America,male,Male,FullNameMatch
Jeff Mogul,Google,2020,Steering,Male,Male,North America,male,Male,FullNameMatch
Brian Noble,University of Michigan,2020,Steering,Male,Male,North America,male,Male,FullNameMatch
Timothy Roscoe,ETH Zurich,2020,Steering,Male,Male,Europe,male,Male,FullNameMatch
Srinivasan Seshan,Carnegie Mellon University,2020,Steering,Male,Male,North America,unknown,Male,FullNameMatch
Minlan Yu,Harvard University,2020,Steering,Female,Female,North America,unknown,Female,FullNameMatch
Aditya Akella,University of Wisconsin–Madison,2021,Steering,Male,Male,North America,male,Male,FullNameMatch
Sujata Banerjee,VMware Research,2021,Steering,Female,Female,North America,female,Female,FullNameMatch
Paul Barham,Google,2021,Steering,Male,Male,North America,male,Male,FullNameMatch
Nick Feamster,University of Chicago,2021,Steering,Male,Male,North America,male,Male,FullNameMatch
Casey Henderson,USENIX Association,2021,Steering,Female,Female,North America,andy,Female,FullNameMatch
Jon Howell,VMware Research,2021,Steering,Male,Male,North America,male,Male,FullNameMatch
Arvind Krishnamurthy,University of Washington,2021,Steering,Male,Male,North America,male,Male,FullNameMatch
Jay Lorch,Microsoft Research,2021,Steering,Male,Male,North America,male,Male,FullNameMatch
Jeff Mogul,Google,2021,Steering,Male,Male,North America,male,Male,FullNameMatch
Brian Noble,University of Michigan,2021,Steering,Male,Male,North America,male,Male,FullNameMatch
Timothy Roscoe,ETH Zurich,2021,Steering,Male,Male,Europe,male,Male,FullNameMatch
Srinivasan Seshan,Carnegie Mellon University,2021,Steering,Male,Male,North America,unknown,Male,FullNameMatch
Minlan Yu,Harvard University,2021,Steering,Female,Female,North America,unknown,Female,FullNameMatch
Aditya Akella,University of Wisconsin–Madison,2022,Steering,Male,Male,North America,male,Male,FullNameMatch
Sujata Banerjee,VMware Research,2022,Steering,Female,Female,North America,female,Female,FullNameMatch
Ranjita Bhagwan,Microsoft Research India,2022,Steering,Female,Female,Asia,unknown,Female,FullNameMatch
Casey Henderson,USENIX Association,2022,Steering,Female,Female,North America,andy,Female,FullNameMatch
Jon Howell,VMware Research,2022,Steering,Male,Male,North America,male,Male,FullNameMatch
Arvind Krishnamurthy,University of Washington,2022,Steering,Male,Male,North America,male,Male,FullNameMatch
Jay Lorch,Microsoft Research,2022,Steering,Male,Male,North America,male,Male,FullNameMatch
James Mickens,Harvard University,2022,Steering,Male,Male,North America,male,Male,FullNameMatch
Jeff Mogul,Google,2022,Steering,Male,Male,North America,male,Male,FullNameMatch
George Porter,"University of California, San Diego",2022,Steering,Male,Male,North America,male,Male,FullNameMatch
Timothy Roscoe,ETH Zurich,2022,Steering,Male,Male,Europe,male,Male,FullNameMatch
Srinivasan Seshan,Carnegie Mellon University,2022,Steering,Male,Male,North America,unknown,Male,FullNameMatch
Renata Teixeira,Netflix,2022,Steering,Female,Female,Europe,female,Female,FullNameMatch
Minlan Yu,Harvard University,2022,Steering,Female,Female,North America,unknown,Female,FullNameMatch
Aditya Akella,The University of Texas at Austin,2023,Steering,Male,Male,North America,male,Male,FullNameMatch
Sujata Banerjee,VMware Research,2023,Steering,Female,Female,North America,female,Female,FullNameMatch
Ranjita Bhagwan,Microsoft Research India,2023,Steering,Female,Female,Asia,unknown,Female,FullNameMatch
Casey Henderson,USENIX Association,2023,Steering,Female,Female,North America,andy,Female,FullNameMatch
Jon Howell,VMware Research,2023,Steering,Male,Male,North America,male,Male,FullNameMatch
Arvind Krishnamurthy,University of Washington,2023,Steering,Male,Male,North America,male,Male,FullNameMatch
Jay Lorch,Microsoft Research,2023,Steering,Male,Male,North America,male,Male,FullNameMatch
James Mickens,Harvard University,2023,Steering,Male,Male,North America,male,Male,FullNameMatch
Amar Phanishayee,Microsoft Research,2023,Steering,Male,Male,North America,male,Male,FullNameMatch
George Porter,"University of California, San Diego",2023,Steering,Male,Male,North America,male,Male,FullNameMatch
Vyas Sekar,Carnegie Mellon University,2023,Steering,Male,Male,North America,unknown,Male,FullNameMatch
Renata Teixeira,Netflix,2023,Steering,Female,Female,Europe,female,Female,FullNameMatch
Minlan Yu,Harvard University,2023,Steering,Female,Female,North America,unknown,Female,FullNameMatch
