name,region,year,committee,DirectMatch,FuzzyMatch,Continent,ApproximateDoctoralGradYear,Gender,Source
Ken Birman,Cornell University,2023,Program,Male,Male,North America,1981,Male,FullNameMatch
Matthew Caesar,University of Illinois at Urbana–Champaign,2023,Program,,Male,North America,2007,Male,FuzzyMatch
Marco Canini,KAUST,2023,Program,Male,Male,Asia,2009,Male,FullNameMatch
Ranveer Chandra,Microsoft Research,2023,Program,Male,Male,North America,2005,Male,FullNameMatch
Ang Chen,Rice University,2023,Program,Male,Male,North America,2017,Male,FullNameMatch
Paolo Costa,Microsoft Research,2023,Program,Male,Male,Europe,2002,Male,FullNameMatch
Murat Demirbas,Amazon,2023,Program,Male,Male,North America,2004,Male,FullNameMatch
Nandita Dukkipati,Google,2023,Program,Female,Female,North America,2007,Female,FullNameMatch
Ramakrishnan Durairajan,University of Oregon,2023,Program,Male,Male,North America,2017,Male,FullNameMatch
Giuila Fanti,Carnegie Mellon University,2023,Program,,Female,North America,2015,Female,FuzzyMatch
Anja Feldmann,Max Planck Institute for Informatics,2023,Program,Female,Female,Europe,1995,Female,FullNameMatch
Bryan Ford,EPFL,2023,Program,Male,Male,North America,2008,Male,FullNameMatch
Yashar Ganjali,"University of Toronto, Huawei Canada",2023,Program,Male,Male,North America,2006,Male,FullNameMatch
Mojgan Ghasemi,Google,2023,Program,Female,Female,North America,2017,Female,FullNameMatch
Yasaman Ghasempour,Princeton University,2023,Program,Female,Female,North America,2020,Female,FullNameMatch
Soudeh Ghorbani,Johns Hopkins University,2023,Program,Female,Female,North America,2016,Female,FullNameMatch
Shyam Gollakota,University of Washington,2023,Program,Male,Male,North America,2013,Male,FullNameMatch
Prateesh Goyal,Microsoft Research,2023,Program,Male,Male,North America,2016,Male,FullNameMatch
Arpit Gupta,"University of California, Santa Barbara",2023,Program,Male,Male,North America,2018,Male,FullNameMatch
Indranil Gupta,University of Illinois at Urbana–Champaign,2023,Program,Male,Male,North America,2004,Male,FullNameMatch
Hamed Haddadi,Imperial College London,2023,Program,Male,Male,Europe,2008,Male,FullNameMatch
Andreas Haeberlen,University of Pennsylvania,2023,Program,Male,Male,North America,2009,Male,FullNameMatch
Dongsu Han,Korea Advanced Institute of Science and Technology (KAIST),2023,Program,Male,Male,Asia,2012,Male,FullNameMatch
Haitham Hassanieh,University of Illinois at Urbana–Champaign,2023,Program,Male,Male,North America,2019,Male,FullNameMatch
Michio Honda,University of Edinburgh,2023,Program,Male,Male,Europe,2012,Male,FullNameMatch
Jon Howell,VMware Research,2023,Program,Male,Male,North America,2000,Male,FullNameMatch
Wenjun Hu,Yale University,2023,Program,Female,Female,North America,2008,Female,FullNameMatch
Rebecca Isaacs,Amazon,2023,Program,Female,Female,North America,2000,Female,FullNameMatch
Anand Iyer,Microsoft Research,2023,Program,Male,Male,North America,2019,Male,FullNameMatch
Vikram Iyer,University of Washington,2023,Program,Male,Male,North America,2020,Male,FullNameMatch
Zhihao Jia,Carnegie Mellon University,2023,Program,Male,Male,North America,2020,Male,FullNameMatch
Junchen Jiang,University of Chicago,2023,Program,Male,Male,North America,2017,Male,FullNameMatch
Xin Jin,Peking University,2023,Program,Male,Male,Asia,2016,Male,FullNameMatch
Srikanth Kandula,Microsoft Research,2023,Program,Male,Male,North America,2008,Male,FullNameMatch
Sachin Katti,Stanford University,2023,Program,Male,Male,North America,2008,Male,FullNameMatch
Anurag Khandelwal,Yale University,2023,Program,Male,Male,North America,2019,Male,FullNameMatch
Song Min Kim,Korea Advanced Institute of Science and Technology (KAIST),2023,Program,Male,Male,Asia,2016,Male,FullNameMatch
Marios Kogias,Imperial College London,2023,Program,Male,Male,Europe,2020,Male,FullNameMatch
Dejan Kostic,KTH Royal Institute of Technology,2023,Program,Male,Male,Europe,2005,Male,FullNameMatch
Gautam Kumar,Google,2023,Program,Male,Male,North America,2013,Male,FullNameMatch
Jeongkeun Lee,Intel,2023,Program,Male,Male,North America,2007,Male,FullNameMatch
Alan (Zaoxing) Liu,Boston University,2023,Program,,Male,North America,2018,Male,FuzzyMatch
Grace Liu,NYU Shanghai,2023,Program,Female,Female,Asia,2019,Female,FullNameMatch
Jay Lorch,Microsoft Research,2023,Program,Male,Male,North America,2001,Male,FullNameMatch
Harsha Madhyastha,University of Michigan,2023,Program,,Male,North America,2008,Male,FuzzyMatch
Morley Z. Mao,University of Michigan,2023,Program,,Female,North America,2003,Female,FuzzyMatch
James Mickens,Harvard University,2023,Program,Male,Male,North America,2008,Male,FullNameMatch
Radhika Mittal,University of Illinois at Urbana–Champaign,2023,Program,Female,Female,North America,2018,Female,FullNameMatch
Jayashree Mohan,Microsoft Research India,2023,Program,Female,Female,Asia,2016,Female,FullNameMatch
Iqbal Mohomed,Samsung AI Center Toronto,2023,Program,Male,Male,North America,2008,Male,FullNameMatch
Shuai Mu,Stony Brook University,2023,Program,Male,Male,North America,2015,Male,FullNameMatch
Rajalakshmi Nandakumar,Cornell Tech,2023,Program,Female,Female,North America,2013,Female,FullNameMatch
Srinivas Narayana,Rutgers University,2023,Program,Male,Male,North America,2016,Male,FullNameMatch
Ravi Netravali,Princeton University,2023,Program,Male,Male,North America,2018,Male,FullNameMatch
Amy Ousterhout,"University of California, Berkeley",2023,Program,Female,Female,North America,2022,Female,FullNameMatch
Aurojit Panda,New York University,2023,Program,Male,Male,North America,2017,Male,FullNameMatch
Peter Pietzuch,Imperial College London,2023,Program,,Male,Europe,2002,Male,FuzzyMatch
Sanjay Rao,Purdue University,2023,Program,Male,Male,North America,2004,Male,FullNameMatch
Jennifer Rexford,Princeton University,2023,Program,Female,Female,North America,1996,Female,FullNameMatch
Nirupam Roy,"University of Maryland, College Park",2023,Program,Male,Male,North America,2019,Male,FullNameMatch
Ahmed Saeed,Georgia Institute of Technology,2023,Program,,Male,North America,2019,Male,FuzzyMatch
Raja Sambasivan,Tufts University,2023,Program,,Male,North America,2013,Male,FuzzyMatch
Stefan Schmid,Technische Universität Berlin,2023,Program,,Male,Europe,2008,Male,FuzzyMatch
Aaron Schulman,"University of California, San Diego",2023,Program,Male,Male,North America,2013,Male,FullNameMatch
Siddhartha Sen,Microsoft Research,2023,Program,,Male,North America,2012,Male,FuzzyMatch
Srinivasan Seshan,Carnegie Mellon University,2023,Program,Male,Male,North America,1995,Male,FullNameMatch
Muhammad Shahbaz,Purdue University,2023,Program,Male,Male,North America,2018,Male,FullNameMatch
Rachee Singh,Microsoft Research,2023,Program,Female,Female,North America,2022,Female,FullNameMatch
Dimitrios Skarlatos 0002,Carnegie Mellon University,2023,Program,Male,Male,North America,2010,Male,FullNameMatch
Alex Snoeren,"University of California, San Diego",2023,Program,,Male,North America,2002,Male,FuzzyMatch
Brent Stephens,University of Utah,2023,Program,,Male,North America,2015,Male,FuzzyMatch
Mina Tahmasbi,Cornell University,2023,Program,,Female,North America,2022,Female,FuzzyMatch
Amy Tai,Google,2023,Program,Female,Female,North America,2018,Female,FullNameMatch
Doug Terry,Amazon,2023,Program,Male,Male,North America,1984,Male,FullNameMatch
Amin Vahdat,Google,2023,Program,Male,Male,North America,1998,Male,FullNameMatch
Hakim Weatherspoon,Cornell University,2023,Program,Male,Male,North America,2006,Male,FullNameMatch
Michael Wei,VMware Research,2023,Program,Male,Male,North America,2017,Male,FullNameMatch
John Wilkes,Google,2023,Program,Male,Male,North America,1982,Male,FullNameMatch
Keith Winstein,Stanford University,2023,Program,Male,Male,North America,2014,Male,FullNameMatch
Yiting Xia,Max Planck Institute for Informatics,2023,Program,Female,Female,Europe,2018,Female,FullNameMatch
Tianyin Xu,University of Illinois at Urbana–Champaign,2023,Program,Male,Male,North America,2019,Male,FullNameMatch
Neeraja Yadwadkar,The University of Texas at Austin,2023,Program,,Female,North America,2018,Female,FuzzyMatch
Francis Yan,Microsoft Research,2023,Program,,Male,Asia,2020,Male,FuzzyMatch
Ellen Zegura,Georgia Institute of Technology,2023,Program,,Female,North America,1993,Female,FuzzyMatch
Ennan Zhai,Alibaba,2023,Program,Male,Male,North America,2015,Male,FullNameMatch
Ying Zhang,Meta,2023,Program,Female,Female,North America,2009,Female,FullNameMatch
Ben Zhao,University of Chicago,2023,Program,Male,Male,North America,2004,Male,FullNameMatch
Zhizhen Zhong,Massachusetts Institute of Technology,2023,Program,Male,Male,North America,2019,Male,FullNameMatch
Danyang Zhuo,Duke University,2023,Program,Male,Male,North America,2019,Male,FullNameMatch
Thomas Anderson,University of Washington,2009,Steering,,Male,North America,1991,Male,FuzzyMatch
Brian Noble,University of Michigan,2009,Steering,Male,Male,North America,1998,Male,FullNameMatch
Jennifer Rexford,Princeton University,2009,Steering,Female,Female,North America,1996,Female,FullNameMatch
Mike Schroeder,Microsoft Research,2009,Steering,Male,Male,North America,1972,Male,FullNameMatch
Chandu Thekkath,Microsoft Research,2009,Steering,Male,Male,North America,1994,Male,FullNameMatch
Amin Vahdat,"University of California, San Diego",2009,Steering,Male,Male,North America,1998,Male,FullNameMatch
Ellie Young,USENIX,2009,Steering,Female,Female,North America,?,Female,FullNameMatch
Thomas Anderson,University of Washington,2010,Steering,,Male,North America,1991,Male,FuzzyMatch
Brian Noble,University of Michigan,2010,Steering,Male,Male,North America,1998,Male,FullNameMatch
Jennifer Rexford,Princeton University,2010,Steering,Female,Female,North America,1996,Female,FullNameMatch
Mike Schroeder,Microsoft Research,2010,Steering,Male,Male,North America,1972,Male,FullNameMatch
Chandu Thekkath,Microsoft Research,2010,Steering,Male,Male,North America,1994,Male,FullNameMatch
Amin Vahdat,"University of California, San Diego",2010,Steering,Male,Male,North America,1998,Male,FullNameMatch
Ellie Young,USENIX,2010,Steering,Female,Female,North America,?,Female,FullNameMatch
Thomas Anderson,University of Washington,2011,Steering,,Male,North America,1991,Male,FuzzyMatch
Brian Noble,University of Michigan,2011,Steering,Male,Male,North America,1998,Male,FullNameMatch
Jennifer Rexford,Princeton University,2011,Steering,Female,Female,North America,1996,Female,FullNameMatch
Mike Schroeder,Microsoft Research,2011,Steering,Male,Male,North America,1972,Male,FullNameMatch
Chandu Thekkath,Microsoft Research,2011,Steering,Male,Male,North America,1994,Male,FullNameMatch
Amin Vahdat,"University of California, San Diego",2011,Steering,Male,Male,North America,1998,Male,FullNameMatch
Ellie Young,USENIX,2011,Steering,Female,Female,North America,?,Female,FullNameMatch
Brian Noble,University of Michigan,2012,Steering,Male,Male,North America,1998,Male,FullNameMatch
Jennifer Rexford,Princeton University,2012,Steering,Female,Female,North America,1996,Female,FullNameMatch
Mike Schroeder,Microsoft Research,2012,Steering,Male,Male,North America,1972,Male,FullNameMatch
Alex C. Snoeren,"University of California, San Diego",2012,Steering,Male,Male,North America,2002,Male,FullNameMatch
Chandu Thekkath,Microsoft Research,2012,Steering,Male,Male,North America,1994,Male,FullNameMatch
Amin Vahdat,"University of California, San Diego",2012,Steering,Male,Male,North America,1998,Male,FullNameMatch
Casey Henderson,USENIX Association,2013,Steering,Female,Female,North America,2019,Female,FullNameMatch
Brian Noble,University of Michigan,2013,Steering,Male,Male,North America,1998,Male,FullNameMatch
Jennifer Rexford,Princeton University,2013,Steering,Female,Female,North America,1996,Female,FullNameMatch
Mike Schroeder,Microsoft Research,2013,Steering,Male,Male,North America,1972,Male,FullNameMatch
Alex C. Snoeren,"University of California, San Diego",2013,Steering,Male,Male,North America,2002,Male,FullNameMatch
Chandu Thekkath,Microsoft Research,2013,Steering,Male,Male,North America,1994,Male,FullNameMatch
Amin Vahdat,"University of California, San Diego",2013,Steering,Male,Male,North America,1998,Male,FullNameMatch
Casey Henderson,USENIX Association,2014,Steering,Female,Female,North America,2019,Female,FullNameMatch
Arvind Krishnamurthy,University of Washington,2014,Steering,Male,Male,North America,1998,Male,FullNameMatch
Brian Noble,University of Michigan,2014,Steering,Male,Male,North America,1998,Male,FullNameMatch
Jennifer Rexford,Princeton University,2014,Steering,Female,Female,North America,1996,Female,FullNameMatch
Mike Schroeder,Microsoft Research,2014,Steering,Male,Male,North America,1972,Male,FullNameMatch
Alex C. Snoeren,"University of California, San Diego",2014,Steering,Male,Male,North America,2002,Male,FullNameMatch
Chandu Thekkath,Microsoft Research,2014,Steering,Male,Male,North America,1994,Male,FullNameMatch
Nick Feamster,Princeton University,2015,Steering,Male,Male,North America,2005,Male,FullNameMatch
Casey Henderson,USENIX Association,2015,Steering,Female,Female,North America,2019,Female,FullNameMatch
Arvind Krishnamurthy,University of Washington,2015,Steering,Male,Male,North America,1998,Male,FullNameMatch
Brian Noble,University of Michigan,2015,Steering,Male,Male,North America,1998,Male,FullNameMatch
Jennifer Rexford,Princeton University,2015,Steering,Female,Female,North America,1996,Female,FullNameMatch
Mike Schroeder,Microsoft Research,2015,Steering,Male,Male,North America,1972,Male,FullNameMatch
Alex C. Snoeren,"University of California, San Diego",2015,Steering,Male,Male,North America,2002,Male,FullNameMatch
Paul Barham,Google,2016,Steering,Male,Male,North America,1996,Male,FullNameMatch
Nick Feamster,Princeton University,2016,Steering,Male,Male,North America,2005,Male,FullNameMatch
Casey Henderson,USENIX Association,2016,Steering,Female,Female,North America,2019,Female,FullNameMatch
Arvind Krishnamurthy,University of Washington,2016,Steering,Male,Male,North America,1998,Male,FullNameMatch
Brian Noble,University of Michigan,2016,Steering,Male,Male,North America,1998,Male,FullNameMatch
Jennifer Rexford,Princeton University,2016,Steering,Female,Female,North America,1996,Female,FullNameMatch
Alex C. Snoeren,"University of California, San Diego",2016,Steering,Male,Male,North America,2002,Male,FullNameMatch
Katerina Argyraki,EPFL,2017,Steering,,Female,Europe,2007,Female,FuzzyMatch
Paul Barham,Google,2017,Steering,Male,Male,North America,1996,Male,FullNameMatch
Nick Feamster,Princeton University,2017,Steering,Male,Male,North America,2005,Male,FullNameMatch
Casey Henderson,USENIX Association,2017,Steering,Female,Female,North America,2019,Female,FullNameMatch
Arvind Krishnamurthy,University of Washington,2017,Steering,Male,Male,North America,1998,Male,FullNameMatch
Jeff Mogul,Google,2017,Steering,Male,Male,North America,1986,Male,FullNameMatch
Brian Noble,University of Michigan,2017,Steering,Male,Male,North America,1998,Male,FullNameMatch
Timothy Roscoe,ETH Zurich,2017,Steering,Male,Male,Europe,1995,Male,FullNameMatch
Alex C. Snoeren,"University of California, San Diego",2017,Steering,Male,Male,North America,2002,Male,FullNameMatch
Aditya Akella,University of Wisconsin–Madison,2018,Steering,Male,Male,North America,2005,Male,FullNameMatch
Katerina Argyraki,EPFL,2018,Steering,,Female,Europe,2007,Female,FuzzyMatch
Paul Barham,Google,2018,Steering,Male,Male,North America,1996,Male,FullNameMatch
Nick Feamster,Princeton University,2018,Steering,Male,Male,North America,2005,Male,FullNameMatch
Casey Henderson,USENIX Association,2018,Steering,Female,Female,North America,2019,Female,FullNameMatch
Jon Howell,Google,2018,Steering,Male,Male,North America,2000,Male,FullNameMatch
Arvind Krishnamurthy,University of Washington,2018,Steering,Male,Male,North America,1998,Male,FullNameMatch
Jeff Mogul,Google,2018,Steering,Male,Male,North America,1986,Male,FullNameMatch
Brian Noble,University of Michigan,2018,Steering,Male,Male,North America,1998,Male,FullNameMatch
Timothy Roscoe,ETH Zurich,2018,Steering,Male,Male,Europe,1995,Male,FullNameMatch
Alex C. Snoeren,"University of California, San Diego",2018,Steering,Male,Male,North America,2002,Male,FullNameMatch
Aditya Akella,University of Wisconsin–Madison,2019,Steering,Male,Male,North America,2005,Male,FullNameMatch
Katerina Argyraki,École Polytechnique Fédérale de Lausanne (EPFL),2019,Steering,,Female,Europe,2007,Female,FuzzyMatch
Sujata Banerjee,VMware Research,2019,Steering,Female,Female,North America,1993,Female,FullNameMatch
Paul Barham,Google,2019,Steering,Male,Male,North America,1996,Male,FullNameMatch
Nick Feamster,Princeton University,2019,Steering,Male,Male,North America,2005,Male,FullNameMatch
Casey Henderson,USENIX Association,2019,Steering,Female,Female,North America,2019,Female,FullNameMatch
Jon Howell,VMware Research,2019,Steering,Male,Male,North America,2000,Male,FullNameMatch
Arvind Krishnamurthy,University of Washington,2019,Steering,Male,Male,North America,1998,Male,FullNameMatch
Jeff Mogul,Google,2019,Steering,Male,Male,North America,1986,Male,FullNameMatch
Brian Noble,University of Michigan,2019,Steering,Male,Male,North America,1998,Male,FullNameMatch
Timothy Roscoe,ETH Zurich,2019,Steering,Male,Male,Europe,1995,Male,FullNameMatch
Srinivasan Seshan,Carnegie Mellon University,2019,Steering,Male,Male,North America,1995,Male,FullNameMatch
Aditya Akella,University of Wisconsin–Madison,2020,Steering,Male,Male,North America,2005,Male,FullNameMatch
Katerina Argyraki,École Polytechnique Fédérale de Lausanne (EPFL),2020,Steering,,Female,Europe,2007,Female,FuzzyMatch
Sujata Banerjee,VMware Research,2020,Steering,Female,Female,North America,1993,Female,FullNameMatch
Paul Barham,Google,2020,Steering,Male,Male,North America,1996,Male,FullNameMatch
Nick Feamster,University of Chicago,2020,Steering,Male,Male,North America,2005,Male,FullNameMatch
Casey Henderson,USENIX Association,2020,Steering,Female,Female,North America,2019,Female,FullNameMatch
Jon Howell,VMware Research,2020,Steering,Male,Male,North America,2000,Male,FullNameMatch
Arvind Krishnamurthy,University of Washington,2020,Steering,Male,Male,North America,1998,Male,FullNameMatch
Jay Lorch,Microsoft Research,2020,Steering,Male,Male,North America,2001,Male,FullNameMatch
Jeff Mogul,Google,2020,Steering,Male,Male,North America,1986,Male,FullNameMatch
Brian Noble,University of Michigan,2020,Steering,Male,Male,North America,1998,Male,FullNameMatch
Timothy Roscoe,ETH Zurich,2020,Steering,Male,Male,Europe,1995,Male,FullNameMatch
Srinivasan Seshan,Carnegie Mellon University,2020,Steering,Male,Male,North America,1995,Male,FullNameMatch
Minlan Yu,Harvard University,2020,Steering,Female,Female,North America,2011,Female,FullNameMatch
Aditya Akella,University of Wisconsin–Madison,2021,Steering,Male,Male,North America,2005,Male,FullNameMatch
Sujata Banerjee,VMware Research,2021,Steering,Female,Female,North America,1993,Female,FullNameMatch
Paul Barham,Google,2021,Steering,Male,Male,North America,1996,Male,FullNameMatch
Nick Feamster,University of Chicago,2021,Steering,Male,Male,North America,2005,Male,FullNameMatch
Casey Henderson,USENIX Association,2021,Steering,Female,Female,North America,2019,Female,FullNameMatch
Jon Howell,VMware Research,2021,Steering,Male,Male,North America,2000,Male,FullNameMatch
Arvind Krishnamurthy,University of Washington,2021,Steering,Male,Male,North America,1998,Male,FullNameMatch
Jay Lorch,Microsoft Research,2021,Steering,Male,Male,North America,2001,Male,FullNameMatch
Jeff Mogul,Google,2021,Steering,Male,Male,North America,1986,Male,FullNameMatch
Brian Noble,University of Michigan,2021,Steering,Male,Male,North America,1998,Male,FullNameMatch
Timothy Roscoe,ETH Zurich,2021,Steering,Male,Male,Europe,1995,Male,FullNameMatch
Srinivasan Seshan,Carnegie Mellon University,2021,Steering,Male,Male,North America,1995,Male,FullNameMatch
Minlan Yu,Harvard University,2021,Steering,Female,Female,North America,2011,Female,FullNameMatch
Aditya Akella,University of Wisconsin–Madison,2022,Steering,Male,Male,North America,2005,Male,FullNameMatch
Sujata Banerjee,VMware Research,2022,Steering,Female,Female,North America,1993,Female,FullNameMatch
Ranjita Bhagwan,Microsoft Research India,2022,Steering,Female,Female,Asia,2004,Female,FullNameMatch
Casey Henderson,USENIX Association,2022,Steering,Female,Female,North America,2019,Female,FullNameMatch
Jon Howell,VMware Research,2022,Steering,Male,Male,North America,2000,Male,FullNameMatch
Arvind Krishnamurthy,University of Washington,2022,Steering,Male,Male,North America,1998,Male,FullNameMatch
Jay Lorch,Microsoft Research,2022,Steering,Male,Male,North America,2001,Male,FullNameMatch
James Mickens,Harvard University,2022,Steering,Male,Male,North America,2008,Male,FullNameMatch
Jeff Mogul,Google,2022,Steering,Male,Male,North America,1986,Male,FullNameMatch
George Porter,"University of California, San Diego",2022,Steering,Male,Male,North America,2008,Male,FullNameMatch
Timothy Roscoe,ETH Zurich,2022,Steering,Male,Male,Europe,1995,Male,FullNameMatch
Srinivasan Seshan,Carnegie Mellon University,2022,Steering,Male,Male,North America,1995,Male,FullNameMatch
Renata Teixeira,Netflix,2022,Steering,Female,Female,Europe,2005,Female,FullNameMatch
Minlan Yu,Harvard University,2022,Steering,Female,Female,North America,2011,Female,FullNameMatch
Aditya Akella,The University of Texas at Austin,2023,Steering,Male,Male,North America,2005,Male,FullNameMatch
Sujata Banerjee,VMware Research,2023,Steering,Female,Female,North America,1993,Female,FullNameMatch
Ranjita Bhagwan,Microsoft Research India,2023,Steering,Female,Female,Asia,2004,Female,FullNameMatch
Casey Henderson,USENIX Association,2023,Steering,Female,Female,North America,2019,Female,FullNameMatch
Jon Howell,VMware Research,2023,Steering,Male,Male,North America,2000,Male,FullNameMatch
Arvind Krishnamurthy,University of Washington,2023,Steering,Male,Male,North America,1998,Male,FullNameMatch
Jay Lorch,Microsoft Research,2023,Steering,Male,Male,North America,2001,Male,FullNameMatch
James Mickens,Harvard University,2023,Steering,Male,Male,North America,2008,Male,FullNameMatch
Amar Phanishayee,Microsoft Research,2023,Steering,Male,Male,North America,2011,Male,FullNameMatch
George Porter,"University of California, San Diego",2023,Steering,Male,Male,North America,2008,Male,FullNameMatch
Vyas Sekar,Carnegie Mellon University,2023,Steering,Male,Male,North America,2010,Male,FullNameMatch
Renata Teixeira,Netflix,2023,Steering,Female,Female,Europe,2005,Female,FullNameMatch
Minlan Yu,Harvard University,2023,Steering,Female,Female,North America,2011,Female,FullNameMatch
